-69,0
-48,10
-87,-11
73,48
44,84
90,-18
25,-84
-37,-12
94,77
49,-89
-67,58
-42,26
-38,81
31,-93
81,-64
10,70
-28,-52
24,27
26,45
-59,77
74,-78
18,23
54,-5
35,-23
-89,68
80,32
46,21
24,-54
-75,83
-41,47
76,-99
37,79
-8,91
-73,-6
40,3
-21,36
73,-9
92,-76
-23,-53
-25,44
-12,-18
3,53
65,15
-62,89
51,-96
-56,-98
85,-38
-47,99
-45,79
40,86
-47,-22
-23,62
-24,-6
-78,14
-32,23
-11,-61
2,-53
5,2
70,-27
51,-14
92,24
75,-53
35,95
-4,-20
57,-100
-78,-16
-98,-74
13,80
-44,2
83,-90
-99,-81
-59,29
47,30
24,0
41,73
-31,-31
21,78
15,-56
-30,-91
56,-25
90,-92
-92,50
-66,49
39,17
-8,10
-79,-64
-6,-23
-35,55
37,43
-37,58
92,-53
-39,-45
30,39
-3,-41
54,69
-93,-75
80,-21
93,-57
21,-5
51,-16
92,-38
-43,94
-46,-25
67,-48
-100,-57
-86,89
45,53
-20,48
-71,20
12,-54
-27,72
-18,66
68,-56
-62,18
47,55
-63,100
67,-46
60,89
39,-56
-87,55
-9,33
-74,90
52,-87
37,-31
-51,88
33,-42
-82,80
-2,31
-91,-26
78,-70
14,-35
50,60
-44,11
88,-79
-8,-53
49,99
71,-52
9,-43
-22,76
17,8
-60,45
-12,-60
18,71
-77,37
89,-14
-81,16
55,97
2,-37
27,-84
62,75
-92,100
87,-8
-68,85
-38,77
3,-58
73,60
-27,39
-11,-77
-93,87
3,-89
97,41
29,-93
2,73
76,-98
-54,-14
-31,-64
-27,-38
97,53
-16,-31
-74,-65
26,-45
20,22
-79,-34
-96,46
