36,30,88
75,27,75
78,59,66
29,58,40
85,45,13
83,38,51
90,95,18
27,73,88
52,35,87
95,94,41
87,74,55
18,59,71
22,61,31
55,58,91
83,26,51
27,73,88
87,74,55
97,63,85
88,65,66
30,33,50
52,51,87
90,95,18
66,54,85
27,73,88
88,88,21
12,76,41
90,95,18
50,79,24
41,36,39
17,43,16
28,28,25
63,37,35
54,21,60
46,62,82
12,76,41
40,16,14
27,73,88
92,65,18
27,92,30
56,61,38
30,44,50
92,74,71
92,65,18
89,45,59
28,66,28
38,89,22
27,73,88
15,14,92
49,45,71
97,91,44
37,61,54
83,83,24
24,18,58
99,71,14
22,11,77
55,58,91
76,47,47
22,35,34
76,97,89
34,50,41
67,13,96
89,53,70
59,87,54
36,30,88
15,81,68
42,15,23
83,83,24
89,13,82
53,12,30
74,68,38
35,92,24
74,26,79
36,30,88
37,97,35
90,95,18
22,31,19
40,53,19
22,31,19
61,76,59
49,27,90
36,30,88
98,93,47
15,81,68
26,26,49
63,37,35
56,61,38
12,76,41
90,95,18
49,46,29
29,58,40
80,93,50
20,70,15
12,32,59
10,42,94
35,77,24
64,20,25
40,65,42
95,94,41
74,68,38
21,33,66
42,94,79
88,96,22
81,47,50
28,66,28
90,95,18
52,98,76
10,42,94
90,95,18
27,73,88
90,95,18
93,54,41
55,58,91
88,13,31
52,67,90
52,35,87
35,18,99
91,57,96
54,81,11
29,58,40
37,97,35
87,74,55
35,58,35
29,71,41
83,83,24
63,37,35
98,77,40
82,99,75
42,94,79
55,58,91
86,31,63
35,58,35
22,31,19
70,49,48
76,47,47
18,59,71
83,62,60
42,94,79
90,95,18
52,98,76
90,95,18
98,90,23
32,57,23
18,41,27
52,35,87
52,51,87
22,31,19
84,67,84
93,42,30
74,26,79
63,37,35
56,16,86
18,59,71
53,74,55
60,86,51
42,94,79
96,96,12
18,59,71
20,51,66
42,94,79
98,38,44
76,47,47
76,47,47
39,71,97
28,27,97
90,95,18
30,66,82
89,45,59
28,66,28
98,19,48
66,51,17
27,92,30
66,51,17
95,80,28
21,42,25
28,66,28
80,97,65
19,23,11
25,15,14
99,71,14
66,54,85
63,37,35
77,24,74
22,31,19
93,42,30
19,23,11
54,81,11
87,74,55
96,96,12
27,73,88
11,26,66
38,89,22
22,11,77
10,42,94
84,67,84
56,16,86
66,54,85
23,67,11
52,67,90
74,26,79
78,67,33
88,65,66
42,72,13
27,73,88
11,54,90
66,50,89
69,22,53
55,58,91
51,64,47
76,47,47
36,59,67
37,57,74
25,84,84
10,11,46
35,58,35
88,88,21
83,62,60
19,23,11
90,95,18
49,27,90
88,88,21
52,35,87
83,38,51
27,73,88
63,37,35
22,31,19
49,45,71
53,63,50
61,54,18
74,68,38
53,63,50
63,99,84
23,26,45
96,96,12
67,54,57
66,54,85
17,43,16
55,58,91
74,12,46
22,11,77
33,98,21
27,73,88
19,50,76
97,63,85
83,83,24
20,70,15
27,73,88
90,95,18
52,35,87
77,24,74
83,83,24
32,27,33
93,54,41
28,66,28
60,86,51
51,64,47
98,90,23
18,59,71
42,94,79
31,11,26
30,33,50
26,26,49
96,76,94
52,67,90
30,33,50
26,26,49
93,42,30
62,20,77
96,20,53
82,99,75
20,51,66
99,72,60
29,71,41
89,13,82
28,66,28
42,94,79
64,82,31
49,27,90
90,24,91
76,47,47
93,42,30
40,16,14
90,24,91
88,96,22
33,65,59
23,44,77
64,20,25
94,19,34
51,53,15
76,47,47
19,23,11
97,63,85
22,11,77
10,51,73
82,37,19
90,20,20
64,81,29
99,71,14
55,58,91
85,57,10
42,15,23
52,98,76
99,71,14
87,74,55
94,38,91
17,10,55
62,58,42
28,28,25
26,26,49
41,36,39
96,96,12
88,88,21
32,27,33
90,95,18
99,71,14
20,51,66
78,67,33
84,67,84
28,66,28
74,68,38
53,63,50
32,57,23
29,97,17
27,73,88
83,62,60
59,87,54
89,99,55
62,14,58
25,15,14
23,19,83
54,81,11
49,27,90
70,49,48
26,39,71
42,15,23
85,17,62
53,74,55
91,57,96
93,54,41
46,62,82
52,67,90
71,43,84
22,31,19
98,93,47
77,24,74
22,31,19
69,22,53
80,61,86
49,27,90
37,97,35
51,64,47
50,79,24
35,55,83
15,14,92
75,27,75
34,33,14
86,31,63
27,73,88
27,73,88
12,32,59
85,62,42
87,74,55
57,79,52
91,57,96
26,25,45
10,42,94
30,44,50
71,36,78
25,84,84
12,21,60
99,71,14
83,83,24
88,96,22
30,62,53
99,71,14
24,19,21
74,68,38
28,77,38
50,79,24
97,91,44
99,71,14
27,73,88
61,76,59
56,16,86
99,71,14
89,99,55
90,95,18
84,28,17
10,42,94
91,47,31
93,54,41
98,95,18
45,72,99
19,50,76
87,74,55
59,99,82
22,61,31
67,13,96
52,72,49
66,51,17
57,79,52
94,64,95
27,73,88
63,22,59
35,11,20
33,98,21
53,12,30
19,23,11
35,92,24
66,54,85
89,13,82
85,17,62
15,24,29
22,11,33
27,73,88
27,73,88
42,94,79
23,67,11
27,73,88
85,57,10
90,95,18
32,27,33
47,51,72
66,92,95
61,54,18
52,35,87
19,23,11
98,77,40
28,28,25
83,83,24
27,73,88
88,65,66
53,63,50
92,65,18
29,58,40
29,71,41
27,73,88
59,54,23
37,61,54
85,62,42
23,67,11
40,53,19
20,70,15
53,12,30
27,73,88
50,79,24
18,59,71
16,17,99
75,27,75
97,63,85
56,16,86
26,39,71
94,19,34
81,47,50
99,76,66
55,58,91
80,61,86
26,26,49
85,57,10
93,54,41
97,91,44
27,73,88
31,11,26
76,47,47
90,95,18
94,19,34
67,13,96
88,65,66
53,12,30
98,19,48
90,95,18
96,96,12
47,70,77
53,63,50
49,27,90
22,35,34
27,73,88
90,95,18
42,15,23
30,55,34
90,20,20
82,99,75
22,11,77
54,76,45
59,99,82
59,87,54
15,98,60
56,43,29
27,73,88
18,59,71
82,97,96
66,92,95
94,93,87
71,36,78
87,74,55
22,35,34
81,47,50
50,29,18
63,37,35
22,61,31
56,16,86
93,54,41
75,27,75
77,24,74
62,20,77
90,95,18
47,51,72
27,73,88
12,76,41
66,54,85
22,35,34
70,22,16
75,52,78
31,10,36
77,24,74
66,54,85
27,73,88
56,16,86
93,42,30
87,74,55
67,54,57
90,95,18
96,20,53
95,45,72
53,74,55
55,58,91
15,24,29
32,57,23
15,98,60
28,28,25
80,61,86
95,94,41
75,27,75
97,50,20
27,73,88
55,58,91
90,20,20
84,67,84
25,84,84
83,38,51
33,35,62
95,87,74
95,87,74
84,67,84
81,47,50
16,17,77
92,65,18
62,76,61
64,82,31
99,76,66
45,72,99
16,17,77
32,74,85
33,65,59
95,80,28
36,59,67
90,95,18
42,94,79
95,80,28
59,99,82
83,62,60
27,73,88
27,92,30
33,12,11
84,66,37
22,31,19
23,44,77
83,90,75
91,47,31
94,19,34
97,91,44
66,54,85
53,63,50
40,16,14
71,41,45
23,67,11
74,68,38
27,78,73
98,90,23
93,42,30
53,63,50
23,19,83
69,86,80
92,65,18
66,51,17
92,65,18
25,93,24
88,59,83
90,95,18
13,47,32
49,27,90
22,31,19
33,98,21
40,65,42
49,27,90
51,64,47
92,65,18
90,95,18
63,37,35
92,65,18
10,11,46
62,58,42
55,58,91
56,16,86
26,26,49
94,64,95
88,88,21
67,13,96
29,58,40
75,27,75
99,71,14
36,30,88
93,42,30
92,65,18
52,67,90
35,58,35
54,76,45
12,21,60
56,18,10
14,64,33
84,67,84
87,74,55
61,76,59
28,28,25
80,61,86
91,47,31
42,22,52
90,95,18
22,35,34
76,47,47
90,95,18
83,26,51
27,73,88
14,35,88
28,27,97
17,10,55
17,11,58
37,61,54
27,73,88
95,94,41
90,24,91
19,23,11
42,94,79
52,67,90
33,98,21
18,59,71
27,73,88
27,73,88
74,39,27
33,98,21
32,57,23
17,10,55
27,73,88
92,74,71
32,57,23
55,58,91
29,58,40
37,61,54
67,13,56
22,35,34
35,55,83
94,64,95
76,47,47
76,47,47
26,25,45
63,37,35
22,31,19
32,74,85
27,73,88
27,73,88
66,54,85
64,20,25
69,86,80
30,44,50
98,19,48
67,13,56
49,27,90
69,69,67
91,57,96
45,72,99
92,65,18
77,24,74
36,44,99
90,95,18
27,73,88
86,54,37
27,73,88
42,94,79
86,54,37
16,77,37
78,67,33
62,77,27
29,85,82
63,87,89
51,64,47
64,81,29
60,56,43
49,59,86
77,24,74
83,15,14
74,97,59
57,87,51
92,65,18
56,26,76
74,26,79
63,87,89
50,29,18
23,67,11
37,61,54
18,59,71
76,47,47
49,45,71
13,47,32
67,55,43
25,93,24
63,37,35
50,79,24
31,75,36
25,93,24
47,46,48
40,53,19
99,71,14
10,51,73
55,58,91
18,59,71
85,17,62
34,33,14
21,42,25
66,51,17
74,26,79
83,83,24
35,18,99
91,57,96
77,24,74
24,68,49
66,54,85
98,93,47
35,77,24
85,45,13
94,93,87
95,45,72
27,73,88
41,36,39
37,61,54
52,67,90
25,15,14
12,32,59
99,10,55
52,67,90
37,61,54
47,46,48
46,62,82
78,67,33
18,59,71
42,94,79
88,88,21
81,47,50
38,89,22
35,11,20
64,20,25
42,22,52
62,20,77
24,68,49
92,74,71
27,73,88
46,62,82
36,30,88
87,74,55
40,16,14
62,76,61
37,61,54
66,54,85
90,24,91
77,24,74
74,12,46
62,20,77
22,35,34
92,19,20
76,47,47
18,47,50
27,73,88
20,70,15
26,39,71
27,73,88
29,58,40
30,55,34
27,73,88
70,33,14
25,93,24
27,73,88
18,59,71
22,31,19
17,43,16
98,93,47
26,39,71
56,18,10
27,73,88
41,36,39
34,50,41
23,26,45
22,11,77
37,61,54
52,49,15
90,95,18
27,73,88
85,62,42
87,74,55
54,81,11
83,83,24
35,34,37
84,69,84
77,35,88
97,91,44
27,73,88
52,98,76
93,42,30
66,51,17
19,23,11
28,66,28
36,30,88
96,76,94
27,73,88
53,63,50
22,31,19
56,61,38
56,61,38
40,65,42
31,10,36
70,33,14
88,65,66
32,27,33
46,62,82
76,47,47
63,37,35
67,67,62
37,97,35
26,25,45
53,12,30
32,74,85
80,61,86
78,67,33
90,95,18
83,62,60
62,58,42
82,97,96
21,42,25
31,75,36
35,34,37
52,51,87
98,25,47
83,90,75
16,17,77
29,58,40
86,31,63
27,73,88
35,77,24
16,17,77
80,93,50
98,25,47
92,74,71
28,66,28
99,71,14
86,54,37
80,61,86
34,33,14
56,61,38
98,25,47
62,20,77
35,58,35
37,61,54
94,19,34
89,53,70
61,76,59
27,73,88
36,44,99
37,97,35
11,26,66
27,73,88
22,31,19
54,81,11
19,23,11
57,79,52
42,94,79
83,83,24
18,59,71
37,61,54
46,62,82
62,20,77
85,10,69
90,95,18
74,12,46
39,80,55
30,62,53
19,23,11
19,23,11
83,38,51
35,58,35
18,59,71
27,73,88
27,78,52
88,65,66
15,14,92
90,95,18
16,17,77
54,76,45
22,31,19
49,27,90
28,66,28
67,54,57
28,66,28
22,31,19
63,87,89
66,54,85
82,37,19
52,67,90
62,77,27
51,53,15
96,96,12
56,16,86
27,73,88
92,65,18
66,50,89
14,18,53
83,62,60
22,31,19
19,80,35
52,51,87
60,33,47
30,62,53
54,76,45
63,37,35
27,73,88
88,88,21
78,59,66
93,54,41
46,16,71
74,68,38
62,58,42
63,37,35
63,37,35
22,11,33
74,97,59
61,76,59
30,33,50
57,87,51
79,37,62
79,37,62
88,59,83
96,20,53
90,95,18
37,97,35
89,99,55
22,31,19
94,19,34
22,31,19
91,47,31
63,37,35
89,13,82
70,33,14
83,62,60
66,92,95
22,31,19
21,42,25
12,32,59
77,24,74
37,57,74
46,62,82
27,92,30
41,36,39
99,79,88
28,89,75
28,66,28
85,86,53
97,50,20
74,12,46
16,11,83
23,67,11
67,13,56
27,73,88
62,76,61
51,64,47
90,95,18
59,54,23
41,36,39
56,18,10
95,45,72
52,35,87
16,17,77
88,13,31
41,36,39
25,93,24
26,39,71
23,26,45
49,27,90
63,87,89
23,44,77
57,87,51
53,63,50
54,81,11
36,44,99
32,27,33
26,26,49
27,73,88
62,58,42
67,13,56
84,67,84
21,42,25
77,35,88
62,20,77
93,42,30
26,39,71
87,74,55
41,36,39
54,81,11
67,13,56
97,91,44
90,95,18
11,26,66
35,52,71
27,73,88
23,67,11
88,65,66
19,50,76
35,55,83
29,58,40
27,73,88
29,71,41
27,73,88
16,17,77
98,77,40
64,82,31
80,93,50
85,45,13
54,81,11
27,73,88
97,91,44
27,73,88
96,76,94
71,41,45
99,71,14
89,13,82
61,76,59
98,38,44
52,67,90
74,26,79
42,94,79
34,33,14
84,66,37
84,69,84
90,95,18
28,66,28
90,95,18
69,22,53
45,72,99
93,54,41
93,54,41
88,65,66
42,94,79
23,67,11
17,11,58
22,31,19
14,35,88
78,67,33
99,71,14
29,85,82
27,73,88
53,63,50
90,95,18
83,83,24
62,77,27
90,95,18
70,22,16
75,92,71
26,14,54
97,50,20
82,97,96
62,36,30
85,17,62
50,79,24
64,81,29
27,78,52
96,96,12
97,91,44
64,81,29
90,24,91
51,64,47
99,71,14
89,53,70
75,27,75
22,35,34
59,54,23
87,74,55
95,94,41
82,37,19
37,61,54
97,91,44
96,96,12
27,78,73
86,31,63
90,95,18
50,29,18
67,13,56
96,20,53
22,31,19
90,95,18
88,88,21
49,27,90
53,63,50
65,86,56
30,44,50
63,37,35
12,32,59
99,71,14
92,65,18
98,95,18
89,13,82
16,17,77
35,58,35
21,42,25
24,68,49
10,42,94
28,66,28
54,81,11
96,76,94
66,54,85
96,20,53
74,12,46
84,66,37
38,38,97
75,27,75
22,35,34
85,62,42
53,12,30
85,86,53
37,97,35
17,43,16
26,39,71
60,33,47
88,88,21
61,76,59
67,54,57
74,12,46
62,58,42
58,96,32
42,94,79
28,28,25
96,96,12
89,53,70
83,26,51
53,63,50
99,71,14
22,35,34
38,89,22
85,10,69
67,67,62
35,58,35
69,86,80
95,87,74
22,61,31
55,58,91
71,41,45
47,51,72
54,81,11
20,51,66
83,83,24
10,51,73
28,66,28
52,51,87
35,58,35
60,56,43
30,33,50
67,54,57
66,50,89
27,73,88
22,61,31
28,55,37
70,33,14
83,38,51
29,71,41
37,97,35
76,47,47
22,35,34
64,82,31
74,12,46
35,18,99
26,26,49
22,35,34
90,95,18
35,58,35
91,47,31
55,58,91
46,16,71
74,68,38
22,35,34
10,42,94
98,19,48
90,95,18
84,69,84
52,67,90
90,95,18
84,67,84
90,95,18
52,67,90
52,24,46
46,62,82
53,63,50
27,73,88
52,51,87
97,50,20
27,73,88
21,42,25
16,17,77
67,54,57
25,15,14
25,84,84
26,39,71
19,50,76
27,73,88
27,78,73
56,16,86
18,47,50
74,46,96
77,24,74
28,66,28
98,19,48
16,17,77
27,73,88
67,67,62
57,79,52
90,95,18
36,30,88
76,47,47
40,53,19
17,10,55
96,76,94
46,16,71
84,67,84
64,20,25
25,93,24
35,18,99
10,11,46
17,11,58
42,94,79
27,73,88
99,76,66
84,66,37
61,76,59
27,73,88
90,24,91
28,66,28
27,92,30
54,76,45
31,10,36
95,94,41
50,79,24
84,28,17
22,35,34
18,41,27
82,97,96
35,52,71
37,97,35
99,10,55
28,77,38
62,20,77
27,73,88
27,73,88
29,85,82
16,17,77
63,87,89
37,97,35
59,68,86
27,73,88
67,55,43
10,51,73
63,37,35
97,50,20
77,24,74
92,65,18
81,47,50
95,80,28
67,13,56
83,83,24
71,41,45
67,55,43
67,55,43
98,95,18
35,11,20
28,66,28
96,76,94
26,26,49
27,73,88
67,55,43
39,80,55
35,58,35
74,97,59
71,33,63
84,28,17
78,59,66
27,73,88
49,27,90
10,42,94
89,99,55
64,81,29
90,95,18
27,78,52
56,43,29
22,61,31
23,67,11
64,81,29
33,63,64
62,58,42
42,94,79
27,73,88
63,37,35
34,33,14
56,18,10
53,74,55
91,47,31
55,58,91
27,73,88
25,84,84
82,99,75
14,35,88
64,82,31
70,49,48
15,14,92
26,26,49
67,54,57
51,64,47
90,95,18
63,87,89
18,41,27
35,77,24
69,69,67
96,76,94
83,83,24
14,64,33
30,33,50
37,96,81
69,22,53
62,76,61
27,78,73
25,43,60
27,73,88
51,64,47
52,72,49
71,43,84
62,58,42
35,34,37
66,92,95
17,10,55
61,54,18
42,94,79
94,64,95
69,69,67
56,18,10
67,54,57
27,73,88
26,39,71
90,24,91
25,15,14
35,55,83
50,79,24
50,79,24
23,10,32
60,56,43
35,58,35
89,99,55
94,93,87
26,26,49
59,87,54
93,54,41
97,50,20
28,89,75
27,73,88
37,97,35
40,53,19
99,71,14
86,31,63
27,73,88
63,87,89
99,10,55
11,54,90
19,23,11
25,84,84
87,74,55
39,71,97
51,64,47
77,24,74
27,73,88
97,50,20
99,71,14
62,76,61
14,35,88
37,57,74
77,24,74
95,45,72
25,15,14
75,27,75
35,52,71
27,78,73
67,55,43
77,24,74
53,12,30
22,31,19
35,11,20
46,16,71
23,44,77
97,50,20
76,47,47
56,43,29
79,37,62
85,62,42
96,96,12
76,47,47
76,47,47
76,47,47
93,54,41
83,83,24
99,71,14
85,45,13
49,46,29
27,73,88
60,56,43
79,37,62
59,87,54
98,19,48
83,83,24
80,93,50
33,12,11
96,20,53
95,94,41
39,80,55
22,35,34
80,93,50
23,26,45
16,11,83
42,94,79
22,31,19
75,18,33
77,24,74
97,91,44
59,54,23
39,80,55
30,63,63
10,11,46
83,83,24
88,88,21
99,71,14
66,54,85
40,53,19
36,30,88
47,51,72
67,13,96
36,30,88
51,64,47
74,97,59
37,61,54
77,35,88
98,19,48
35,34,37
16,11,83
77,35,88
75,27,75
22,35,34
74,46,96
80,93,50
28,27,97
70,22,16
18,71,69
62,14,58
59,68,86
17,43,16
26,25,45
27,73,88
85,17,62
27,73,88
67,67,62
67,13,96
83,90,75
82,37,19
99,71,14
27,73,88
88,88,21
59,54,23
92,74,71
23,67,11
83,26,51
53,63,50
20,15,96
54,81,11
92,65,18
93,42,30
15,14,92
99,71,14
35,34,37
35,58,35
42,94,79
35,58,35
59,54,23
15,81,68
99,71,14
21,33,66
10,11,46
35,34,37
76,47,47
98,38,44
74,12,46
27,73,88
33,65,59
64,81,29
52,67,90
90,95,18
47,70,77
52,24,46
80,61,86
37,61,54
87,74,55
27,73,88
84,28,17
38,38,97
56,16,86
25,15,14
77,94,15
86,54,37
16,17,77
43,97,63
80,93,50
40,16,14
35,58,35
14,64,33
27,73,88
96,20,53
52,72,49
18,59,71
16,17,77
88,65,66
80,93,50
26,26,49
83,62,60
63,87,89
85,17,62
62,14,58
27,73,88
56,16,86
83,38,51
90,24,91
47,70,77
84,28,17
77,24,74
28,66,28
61,54,18
56,43,29
62,58,42
12,76,41
88,65,66
10,51,73
15,24,29
94,93,87
74,12,46
92,65,18
47,51,72
27,73,88
12,21,60
51,53,15
37,97,35
95,94,41
32,27,33
53,12,30
22,31,19
27,73,88
19,23,11
56,61,38
19,23,11
96,20,53
34,33,14
42,94,79
84,28,17
86,54,37
60,33,47
10,42,94
85,62,42
63,99,84
57,87,51
77,35,88
28,66,28
22,35,34
83,83,24
66,13,52
34,33,14
88,65,66
18,71,69
49,27,90
22,31,19
29,85,82
14,64,33
36,59,67
55,58,91
88,59,83
18,59,71
30,33,50
35,52,71
30,66,82
61,98,76
59,68,86
69,69,67
22,31,19
27,73,88
27,73,88
82,99,75
62,77,27
23,44,77
62,20,77
89,13,82
31,75,36
42,15,23
67,13,56
82,37,19
19,50,76
62,77,27
74,26,79
27,73,88
27,73,88
45,72,99
36,30,88
52,67,90
94,19,34
27,73,88
19,23,11
27,73,88
93,42,30
66,51,17
76,47,47
27,73,88
17,43,16
53,63,50
17,10,55
35,52,71
83,83,24
88,65,66
51,64,47
74,68,38
69,22,53
63,37,35
52,67,90
56,16,86
32,27,33
78,67,33
75,92,71
71,36,78
89,41,93
64,81,29
83,62,60
24,68,49
59,99,82
23,67,11
37,97,35
98,19,48
19,23,11
84,66,37
82,37,19
67,13,96
90,95,18
33,98,21
28,66,28
90,95,18
16,17,77
90,95,18
77,24,74
62,14,58
26,25,45
28,66,28
36,59,67
98,77,40
22,35,34
75,92,71
35,58,35
15,98,60
35,52,71
33,98,21
51,64,47
85,45,13
31,75,36
67,55,43
83,38,51
83,83,24
16,77,37
66,51,17
29,71,41
88,65,66
90,95,18
50,24,54
89,13,82
15,14,92
22,31,19
64,81,29
90,95,18
88,65,66
27,73,88
90,95,18
50,24,54
28,66,28
92,19,20
80,93,50
39,71,97
28,27,97
33,12,11
56,43,29
83,83,24
22,31,19
27,92,30
22,35,34
92,65,18
92,65,18
19,23,11
83,83,24
82,97,96
90,95,18
36,59,67
62,58,42
27,73,88
92,65,18
12,16,68
50,79,24
31,11,26
19,23,11
90,95,18
54,81,11
66,54,85
64,20,25
50,24,54
39,80,55
52,98,76
56,16,86
66,54,85
90,65,83
56,18,10
96,20,53
22,11,33
74,26,79
40,65,42
37,97,35
36,44,99
90,95,18
92,65,18
97,91,44
83,38,51
14,35,88
78,59,66
27,73,88
85,17,62
16,17,77
37,61,54
61,76,59
97,63,85
27,92,30
42,94,79
92,19,20
64,81,29
78,67,33
56,16,86
69,69,67
70,33,14
76,47,47
94,19,34
45,72,99
76,47,47
95,94,41
55,58,91
71,41,45
83,83,24
99,71,14
55,58,91
54,81,11
36,30,88
90,95,18
10,51,73
90,65,83
96,20,53
87,74,55
65,86,56
37,61,54
66,54,85
22,35,34
67,67,62
99,76,66
95,94,41
49,59,86
33,98,21
78,67,33
27,73,88
90,95,18
88,88,21
77,24,74
97,91,44
74,68,38
22,61,31
96,96,12
30,44,50
95,87,74
52,51,87
64,82,31
54,81,11
16,17,77
30,44,50
27,73,88
37,61,54
33,65,59
23,44,77
85,62,42
24,18,58
27,73,88
11,26,66
97,50,20
14,64,33
37,97,35
17,10,55
63,87,89
47,46,48
28,28,25
15,98,60
29,85,82
37,61,54
90,95,18
66,54,85
67,70,96
28,28,25
66,50,89
18,59,71
15,14,92
14,64,33
26,39,71
22,35,34
84,67,84
56,61,38
76,47,47
98,93,47
97,50,20
18,59,71
51,53,15
86,31,63
75,27,75
98,90,23
27,73,88
53,12,30
52,51,87
54,81,11
33,12,11
97,91,44
92,65,18
27,73,88
67,54,57
17,10,55
22,31,19
33,98,21
16,11,83
30,33,50
27,73,88
90,95,18
64,82,31
97,50,20
90,95,18
81,47,50
22,31,19
94,19,34
78,59,66
37,97,35
56,16,86
46,16,71
35,18,99
28,66,28
22,31,19
75,27,75
64,20,25
82,97,96
46,62,82
70,22,16
36,30,88
42,94,79
52,51,87
69,69,67
55,58,91
27,73,88
37,97,35
90,51,25
88,65,66
19,23,11
25,43,60
53,63,50
25,93,24
59,87,54
90,95,18
92,65,18
33,12,11
62,76,61
62,14,58
71,41,45
10,11,46
26,26,49
64,81,29
69,86,80
90,51,25
70,33,14
92,65,18
70,49,48
66,54,85
18,59,71
97,50,20
96,20,53
60,56,43
52,72,49
10,11,46
91,57,96
32,57,23
76,47,47
83,90,75
85,62,42
62,20,77
75,27,75
23,67,11
99,72,60
27,73,88
33,35,62
89,53,70
35,77,24
12,76,41
85,57,10
15,14,92
66,50,89
50,79,24
56,61,38
42,86,21
22,35,34
33,98,21
37,61,54
70,49,48
25,84,84
12,76,41
63,37,35
52,72,49
22,61,31
10,42,94
85,57,10
54,81,11
51,72,76
49,45,71
30,44,50
93,42,30
90,24,91
59,87,54
96,20,53
60,56,43
27,73,88
86,54,37
67,67,62
83,26,51
67,67,62
83,83,24
95,45,72
37,61,54
74,12,46
24,68,49
90,95,18
28,66,28
27,73,88
64,81,29
97,50,20
19,80,35
90,51,25
35,77,24
45,72,99
79,37,62
89,41,93
60,86,51
27,73,88
90,95,18
14,35,88
69,86,80
22,31,19
82,37,19
53,74,55
63,37,35
95,94,41
10,51,73
83,83,24
60,86,51
27,73,88
23,26,45
95,87,74
85,45,13
19,23,11
95,87,74
58,96,32
90,95,18
49,59,86
53,63,50
88,88,21
19,23,11
25,15,14
23,26,45
74,12,46
27,73,88
25,43,60
34,33,14
99,10,55
90,95,18
75,27,75
70,49,48
90,65,83
84,66,37
22,35,34
22,11,33
82,37,19
38,89,22
53,63,50
27,92,30
37,97,35
27,73,88
33,35,62
49,27,90
91,57,96
76,47,47
27,73,88
87,74,55
66,50,89
90,95,18
90,95,18
89,45,59
98,77,40
29,71,41
36,59,67
95,80,28
55,58,91
93,54,41
18,59,71
19,23,11
99,71,14
27,73,88
51,64,47
67,54,57
86,31,63
22,31,19
49,59,86
57,87,51
22,61,31
62,76,61
45,72,99
45,72,99
55,58,91
54,81,11
36,30,88
40,65,42
80,93,50
57,87,51
16,17,99
20,51,66
23,26,45
28,28,25
59,68,86
67,70,96
37,61,54
18,59,71
56,16,86
16,77,37
22,35,34
10,51,73
75,27,75
53,12,30
88,88,21
77,24,74
26,26,49
69,69,67
87,74,55
27,78,73
37,97,35
29,58,40
99,71,14
19,23,11
52,67,90
33,63,64
14,35,88
41,36,39
62,76,61
27,73,88
22,35,34
27,32,18
16,11,83
52,72,49
97,91,44
52,72,49
